"Date,""MCP"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Buy_Big Hydro_SUPPLY"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_MV_LOAD"",""Buy_Lignite_SUPPLY"",""Buy_HV_LOAD"",""Sell_HV_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
2020-12-26 19:00:00,12.61,1.915,NULL,NULL,NULL,2.596,4.511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-26 20:00:00,11.61,1.588,NULL,NULL,NULL,3.073,4.661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-26 21:00:00,20,1.38,NULL,NULL,211,3.157,35.537,NULL,60,NULL,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-26 22:00:00,5.01,1.172,NULL,NULL,NULL,3.038,4.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-26 23:00:00,0.1,0.847,NULL,NULL,NULL,2.73,3.577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 00:00:00,43.5,23.475,NULL,NULL,NULL,NULL,16.546,NULL,NULL,6.929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 01:00:00,33.43,22.246,NULL,NULL,NULL,NULL,15.393,NULL,NULL,6.853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 02:00:00,28.03,21.637,NULL,NULL,NULL,NULL,14.455,NULL,NULL,7.182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 03:00:00,23.44,19.816,NULL,NULL,NULL,NULL,13.497,NULL,NULL,6.319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 04:00:00,22.97,18.177,NULL,NULL,NULL,0.328,13.951,NULL,NULL,4.554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 05:00:00,23.2,18.938,NULL,NULL,NULL,NULL,11.926,NULL,NULL,7.012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 06:00:00,31.32,19.721,NULL,NULL,NULL,NULL,10.51,NULL,NULL,9.211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 07:00:00,40,18.787,NULL,NULL,NULL,NULL,9.515,NULL,NULL,9.272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 08:00:00,77.53,23.914,NULL,NULL,NULL,NULL,5.498,NULL,NULL,18.416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 09:00:00,90.91,27.104,NULL,NULL,NULL,NULL,1.39,NULL,1.113,24.601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 10:00:00,90.91,28.761,NULL,NULL,NULL,NULL,NULL,NULL,6.625,22.136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 11:00:00,90.91,30.277,NULL,NULL,NULL,NULL,NULL,NULL,9.767,20.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 12:00:00,90.91,24.616,NULL,NULL,NULL,NULL,NULL,NULL,1.747,22.869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 13:00:00,90.12,25.652,NULL,NULL,NULL,NULL,NULL,NULL,2.926,22.726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 14:00:00,82.51,18.088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 15:00:00,75.72,14.901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 16:00:00,44,36.403,NULL,NULL,NULL,2.568,0.072,NULL,37.492,1.407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 17:00:00,62.74,35.379,NULL,NULL,NULL,0.997,0.582,NULL,30,5.794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 18:00:00,63,21.738,NULL,NULL,NULL,0.74,NULL,NULL,15,7.478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 19:00:00,63,22.098,NULL,NULL,NULL,0.429,0.696,NULL,15,6.831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 20:00:00,53,21.341,NULL,NULL,NULL,0.474,0.072,NULL,15,6.743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 21:00:00,41.86,33.89,NULL,NULL,NULL,NULL,NULL,NULL,29.381,4.509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 22:00:00,41.28,28.91,NULL,NULL,NULL,NULL,0.746,NULL,22.974,5.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-27 23:00:00,38.23,9.603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 00:00:00,24.6,NULL,NULL,NULL,NULL,4.532,4.346,NULL,NULL,NULL,NULL,NULL,0.186,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 01:00:00,20,NULL,NULL,NULL,NULL,1.606,1.606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 02:00:00,0,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 03:00:00,0,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 04:00:00,-1.2,NULL,NULL,NULL,NULL,1.447,NULL,NULL,NULL,1.447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 05:00:00,0.1,NULL,NULL,NULL,NULL,1.463,1.463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 06:00:00,0.1,NULL,NULL,NULL,NULL,2.63,2.629,NULL,NULL,0.001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 07:00:00,32.8,NULL,NULL,NULL,7.224,2.781,9.343,NULL,NULL,0.038,NULL,NULL,0.624,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 08:00:00,31.51,NULL,NULL,NULL,9.586,2.009,11.002,NULL,NULL,0.054,NULL,NULL,0.539,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 09:00:00,31.29,NULL,0.291,NULL,9.2,1.12,10.611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 10:00:00,30.72,NULL,NULL,NULL,10.487,1.322,11.682,NULL,NULL,NULL,NULL,NULL,0.127,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 11:00:00,32.16,NULL,NULL,NULL,7.494,1.17,8.472,NULL,NULL,NULL,NULL,NULL,0.192,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 12:00:00,34.29,NULL,NULL,NULL,4.91,1.32,5.341,NULL,NULL,NULL,NULL,NULL,0.889,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 13:00:00,38.13,0.584,NULL,NULL,20,3.293,3.867,NULL,20,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 14:00:00,40.64,0.55,0.22,NULL,NULL,7.834,3.42,NULL,0.075,5.109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 15:00:00,50.6,0.161,NULL,NULL,NULL,14.759,4.368,NULL,7.325,1.583,NULL,NULL,1.644,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 16:00:00,50.86,NULL,NULL,NULL,NULL,11.464,5.454,NULL,4.662,0.006,NULL,NULL,1.342,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 17:00:00,35.88,NULL,NULL,NULL,3.665,6.374,9.214,NULL,NULL,NULL,NULL,NULL,0.825,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 18:00:00,35.88,NULL,NULL,NULL,2.173,5.104,6.037,NULL,NULL,NULL,NULL,NULL,1.24,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 19:00:00,55.96,12.097,NULL,NULL,NULL,1.082,0.096,NULL,7.87,4.252,NULL,NULL,0.961,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 20:00:00,49.02,12.433,NULL,NULL,NULL,1.103,0.126,NULL,7.316,4.558,NULL,NULL,1.536,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 21:00:00,44.16,7.938,NULL,NULL,NULL,1.977,0.147,NULL,8.989,0.779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 22:00:00,44.45,2.06,NULL,NULL,NULL,0.816,0.128,NULL,1.899,NULL,NULL,NULL,0.849,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-28 23:00:00,20.01,1.662,NULL,NULL,NULL,0.614,0.112,NULL,NULL,NULL,NULL,NULL,2.164,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-29 00:00:00,20,NULL,NULL,NULL,630,6.42,249.62,NULL,248,NULL,140,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 01:00:00,20,NULL,NULL,NULL,630,6.44,158.687,NULL,248,0.953,230,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 02:00:00,20,NULL,NULL,NULL,630,NULL,13.768,NULL,234.414,1.018,382,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 03:00:00,20,NULL,NULL,NULL,630,NULL,17.218,NULL,231.982,NULL,382,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 04:00:00,20,NULL,NULL,NULL,630,0.469,15.772,NULL,233.897,NULL,382,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 05:00:00,20,NULL,NULL,NULL,228,4.97,11.456,NULL,NULL,NULL,217.372,NULL,5.342,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 06:00:00,18.11,NULL,NULL,NULL,NULL,8.65,9.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 07:00:00,36.25,0.76,NULL,NULL,5.226,5.909,13.095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 08:00:00,29.58,2.58,NULL,NULL,7.907,7.096,18.783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 09:00:00,37.13,2.22,NULL,NULL,3.229,6.52,13.169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 10:00:00,21.36,2.11,NULL,NULL,NULL,9.315,12.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 11:00:00,20,14,NULL,NULL,NULL,9.781,11.891,NULL,13.09,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 12:00:00,21.36,14,NULL,NULL,NULL,11.272,12.472,NULL,14,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 13:00:00,21.43,29,NULL,NULL,NULL,10.38,11.58,NULL,29,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 14:00:00,29.28,29,NULL,NULL,7.942,10.909,12.669,NULL,29,NULL,NULL,NULL,7.382,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 15:00:00,39.76,NULL,NULL,NULL,15,12.895,5.845,NULL,15,NULL,NULL,NULL,8.25,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 16:00:00,42.21,NULL,NULL,NULL,15,10.253,4.661,NULL,15,NULL,NULL,NULL,6.792,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 17:00:00,59.2,NULL,NULL,NULL,3.297,8.666,4.664,NULL,3.297,NULL,NULL,NULL,5.202,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 18:00:00,44.7,NULL,NULL,NULL,15,6.617,4.443,NULL,15,NULL,NULL,NULL,3.374,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 19:00:00,44.72,NULL,NULL,NULL,30,7.541,4.589,NULL,30,NULL,NULL,NULL,4.152,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 20:00:00,41,NULL,NULL,NULL,30,9.011,4.342,NULL,30,NULL,NULL,NULL,5.869,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 21:00:00,34.75,NULL,NULL,NULL,20.86,9.476,3.873,NULL,15,NULL,NULL,NULL,12.663,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 22:00:00,25.91,NULL,NULL,NULL,15,8.882,3.251,NULL,15,NULL,NULL,NULL,6.831,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-29 23:00:00,23.52,NULL,NULL,NULL,15,9.708,3.704,NULL,15,NULL,NULL,NULL,7.204,NULL,1.2,NULL,NULL,NULL,NULL
2020-12-30 00:00:00,25.02,NULL,NULL,NULL,236,6.342,6.342,NULL,236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 01:00:00,20,NULL,NULL,NULL,236,6.108,6.342,NULL,235.766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 02:00:00,20,NULL,NULL,NULL,236,7.007,7.007,NULL,236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 03:00:00,20,NULL,NULL,NULL,236,0.538,5.172,NULL,227.596,3.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 04:00:00,20,NULL,NULL,NULL,236,4.772,5.38,NULL,235.392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 05:00:00,28.97,NULL,NULL,NULL,236,8.57,8.57,NULL,236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 06:00:00,25.18,NULL,NULL,NULL,263,10.875,10.875,NULL,263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 07:00:00,32.3,NULL,NULL,NULL,87.789,10.812,12.601,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 08:00:00,32.29,NULL,NULL,NULL,91.346,9.567,14.913,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 09:00:00,32.2,NULL,NULL,NULL,93.406,8.884,16.29,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 10:00:00,30.57,NULL,NULL,NULL,94.911,9.777,18.688,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 11:00:00,31.97,NULL,NULL,NULL,91.081,9.511,14.592,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 12:00:00,27.32,NULL,NULL,NULL,93.708,6.939,14.647,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 13:00:00,27.75,NULL,NULL,NULL,93.422,7.553,14.975,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 14:00:00,30.64,NULL,NULL,NULL,95.234,8.752,17.986,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 15:00:00,32.01,NULL,NULL,NULL,93.282,9.325,16.607,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 16:00:00,32.22,NULL,NULL,NULL,6.132,12.168,18.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 17:00:00,32.31,NULL,NULL,NULL,136.814,16.576,17.39,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 18:00:00,41.79,NULL,NULL,NULL,136,12.722,12.722,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 19:00:00,48,0.001,NULL,NULL,149,10.365,10.366,NULL,149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 20:00:00,44.5,0.025,NULL,NULL,136,12.016,12.041,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12-30 21:00:00,44.95,0.054,NULL,NULL,136,7.952,8.006,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
