"Date,""MCP"",""Buy_Exports_GR-TR"",""Buy_HV_LOAD"",""Buy_LOSSES_LOAD"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Sell_Imports_AL-GR"",""Sell_Imports_BG-GR"",""Sell_Imports_MK-GR"",""Sell_Imports_TR-GR"",""Sell__SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Exports_GR-BG"",""Buy_Exports_GR-MK"",""Buy_Exports_GR-AL"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"",""Buy_PUMP_LOAD"",""Buy_Imports_IT-GR"",""Sell_Exports_GR-IT"",""Buy_CRETE LOAD_LOAD"",""Sell_CRETE CONVENTIONAL_SUPPLY"",""Sell_CRETE RENEWABLES_SUPPLY"""
"2022-02-08 03:00:00,""170.89"",NULL,""896.075"",""108"",""2569.479"",""1001.926"",""135"",""656"",""316"",""50"",NULL,NULL,""815"",""657.9"",""2597.055"",NULL,""53"",""187"",""176.5"",NULL,""235"",NULL,NULL,""215"",""167"",""48"""
"2022-02-08 04:00:00,""177.88"",NULL,""884.185"",""112"",""2683.051"",""1042.908"",""147"",""662"",""326"",""50"",NULL,NULL,""815"",""657.9"",""2496.026"",NULL,""51"",""170"",NULL,""24.2"",""235"",NULL,NULL,""220"",""167"",""53"""
"2022-02-08 05:00:00,""183.62"",NULL,""890.194"",""124"",""3002.305"",""1171.825"",""119"",""664"",""265"",""50"",NULL,""26"",""815"",""699.9"",""2435.824"",NULL,""47"",""199"",NULL,""359.6"",NULL,NULL,NULL,""254"",""194"",""60"""
"2022-02-08 06:00:00,""219.1"",NULL,""876.304"",""143"",""3613.725"",""1375.928"",""216"",""669"",""92"",""50"",NULL,""156"",""835"",""1153.209"",""2490.748"",NULL,""101"",""52"",NULL,""500"",NULL,NULL,NULL,""315"",""246"",""69"""
"2022-02-08 07:00:00,""240.11"",NULL,""895.286"",""152"",""4074.721"",""1539.019"",""125"",""658"",""142"",""50"",NULL,""371"",""835"",""1663"",""2799.511"",NULL,""101"",""96"",NULL,""214.5"",NULL,NULL,NULL,""365"",""285"",""80"""
"2022-02-08 08:00:00,""244.32"",NULL,""899.352"",""151"",""4465.302"",""1609.654"",""155"",""650"",""136"",""50"",NULL,""363"",""835"",""1663"",""3367.676"",NULL,""190"",""219"",NULL,""329"",NULL,NULL,NULL,""411"",""299.65"",""97"""
"2022-02-08 09:00:00,""217.95"",NULL,""875.387"",""143"",""4601.388"",""1617.821"",""81.5"",""650"",""133"",""50"",NULL,""351"",""815"",""1318"",""3869.779"",NULL,""216"",""256"",NULL,""442.3"",NULL,NULL,NULL,""429"",""311"",""117"""
"2022-02-08 10:00:00,""209.14"",NULL,""828.401"",""138.5"",""4708.815"",""1613.688"",""15"",""650"",""175.394"",""50"",NULL,""186"",""815"",""1312.9"",""4160.11"",NULL,""236"",""332"",NULL,""500"",NULL,NULL,NULL,""450"",""311"",""132"""
"2022-02-08 11:00:00,""219.61"",NULL,""798.39"",""139"",""4791.663"",""1604.352"",""73.219"",""650"",""127"",""50"",NULL,""14"",""815"",""1439.9"",""4245.636"",NULL,""235"",""331"",NULL,""500"",NULL,NULL,NULL,""448"",""291.65"",""141"""
"2022-02-08 12:00:00,""216.81"",NULL,""774.326"",""138.5"",""4756.977"",""1593.372"",""100"",""650"",""76"",""50"",NULL,""14"",""815"",""1409.48"",""4203.045"",NULL,""238"",""313"",NULL,""500"",NULL,NULL,NULL,""441"",""291.65"",""146"""
"2022-02-08 13:00:00,""197"",NULL,""740.253"",""136"",""4579.555"",""1548.319"",""41.052"",""650"",""76"",""50"",NULL,NULL,""815"",""1325.389"",""4067.686"",NULL,""233"",""288"",NULL,""500"",NULL,NULL,NULL,""434"",""285"",""149"""
"2022-02-08 14:00:00,""208.31"",NULL,""747.213"",""146"",""4736.59"",""1463.212"",""46"",""650"",""120.124"",""50"",NULL,NULL,""815"",""1594.601"",""3797.29"",NULL,""195"",""285"",NULL,""500"",NULL,NULL,NULL,""424"",""281"",""143"""
"2022-02-08 15:00:00,""205.81"",NULL,""776.235"",""157.5"",""4769.974"",""1383.984"",""109"",""657"",""192.443"",""50"",NULL,NULL,""815"",""2008.685"",""3335.565"",NULL,""211"",""369"",NULL,""500"",NULL,NULL,NULL,""423"",""289"",""134"""
"2022-02-08 16:00:00,""202"",NULL,""749.771"",""171"",""4900.663"",""1342.078"",""109"",""624.7"",""173"",""50"",NULL,""185"",""835"",""2435.191"",""2838.78"",NULL,""220"",""288"",NULL,""420.8"",NULL,NULL,NULL,""436"",""310"",""126"""
"2022-02-08 17:00:00,""219.74"",NULL,""730.782"",""191.5"",""5577.891"",""1352.929"",""109"",""505.8"",""179"",""50"",NULL,""616"",""867"",""2901.202"",""2690.121"",NULL,""160"",""239"",NULL,""346.3"",NULL,NULL,NULL,""478"",""339.65"",""126"""
"2022-02-08 18:00:00,""243.8"",NULL,""726.776"",""194"",""5715.496"",""1323.08"",""140"",""509.5"",""149"",""50"",NULL,""782"",""937"",""3111.756"",""2665.702"",NULL,""175"",""232"",NULL,""43.7"",NULL,NULL,NULL,""487"",""334.65"",""130"""
"2022-02-08 19:00:00,""249.49"",NULL,""731.733"",""190.5"",""5629.303"",""1283.18"",""139"",""551.5"",""170"",""50"",NULL,""647"",""937"",""3129.793"",""2644.064"",NULL,""173"",""214"",""11.6"",NULL,NULL,NULL,NULL,""476"",""311"",""130"""
"2022-02-08 20:00:00,""239.01"",NULL,""694.734"",""180"",""5336.44"",""1210.264"",""209"",""461.9"",""164"",""50"",NULL,""482"",""937"",""3066.714"",""2637.213"",NULL,""125"",""140"",""315.4"",NULL,NULL,NULL,NULL,""440"",""311"",""123"""
"2022-02-08 21:00:00,""214.5"",NULL,""672.705"",""164.5"",""4823.993"",""1128.201"",""236"",""384.7"",""281"",""50"",NULL,""156"",""883"",""2508.335"",""2617.447"",NULL,""119"",""138"",""70.1"",NULL,NULL,NULL,NULL,""400"",""288"",""112"""
"2022-02-08 22:00:00,""208.28"",NULL,""810.684"",""152"",""4237.729"",""1085.776"",""154"",""535.3"",""265"",""50"",NULL,NULL,""835"",""2097"",""2584.043"",NULL,""181"",""200"",NULL,""146.8"",NULL,NULL,NULL,""355"",""256"",""99"""
"2022-02-08 23:00:00,""200.57"",NULL,""879.668"",""139.5"",""3630.057"",""1065.657"",""164"",""650"",""281"",""50"",NULL,NULL,""835"",""1623"",""2520.472"",NULL,""167"",""192"",""49.6"",NULL,NULL,NULL,NULL,""314"",""229"",""85"""
"2022-02-09 00:00:00,""150.75"",NULL,""872.052"",""142.5"",""3054.615"",""1034.646"",""110"",""669"",""375"",""50"",NULL,NULL,""755.348"",""1537.452"",""2500.013"",NULL,""199"",""194"",""500"",NULL,NULL,NULL,NULL,""234"",""163"",""71"""
"2022-02-09 01:00:00,""182.21"",NULL,""890.016"",""119.5"",""2982.853"",""1030.45"",""110"",""669"",""440"",""50"",NULL,NULL,""775"",""1377.452"",""2428.367"",NULL,""94"",""108"",""500"",NULL,""125"",NULL,NULL,""221"",""164"",""57"""
"2022-02-09 02:00:00,""185"",NULL,""888.003"",""117"",""2881.876"",""1029.286"",""113"",""669"",""447"",""50"",NULL,NULL,""775"",""1377.452"",""2385.571"",NULL,""94"",""85"",""486.9"",NULL,""235"",NULL,NULL,""213"",""161"",""52"""
"2022-02-09 03:00:00,""155.18"",NULL,""880.087"",""108"",""2812.558"",""1037.62"",""110"",""669"",""449"",""50"",NULL,NULL,""775"",""1377.452"",""2346.876"",NULL,""119.063"",""85"",""500"",NULL,""235"",NULL,NULL,""208"",""155"",""53"""
"2022-02-09 04:00:00,""185"",NULL,""868.197"",""130.5"",""2896.756"",""1077.381"",""117"",""669"",""448"",""50"",NULL,NULL,""775"",""1377.452"",""2286.409"",NULL,""96"",""106"",""313"",NULL,""235"",NULL,NULL,""213"",""154"",""59"""
"2022-02-09 05:00:00,""191.07"",NULL,""864.206"",""140.5"",""3296"",""1208.483"",""167"",""235.1"",""467"",""50"",NULL,""26"",""775"",""1447.452"",""2218.736"",NULL,""116"",""82"",NULL,""319.9"",NULL,NULL,NULL,""244"",""177"",""68"""
"2022-02-09 06:00:00,""236.92"",NULL,""868.31"",""149.5"",""3903.876"",""1402.073"",""328.683"",""10"",""445"",""50"",NULL,""236"",""835"",""2164.488"",""2169.588"",""230"",""123"",""62"",NULL,""500"",NULL,NULL,NULL,""263"",""180"",""83"""
"2022-02-09 07:00:00,""237.91"",NULL,""870.288"",""162.5"",""4414.627"",""1574.239"",""273"",""10"",""382"",""50"",NULL,""567"",""835"",""2677.827"",""2518.7"",""560"",""97"",""73"",NULL,""437.1"",NULL,NULL,NULL,""280"",""177"",""104"""
"2022-02-09 08:00:00,""255"",NULL,""830.355"",""167.5"",""4881.867"",""1646.917"",""261"",""10"",""278"",""50"",NULL,""534"",""835"",""2837.374"",""3139.906"",""210.7"",""107"",""185"",NULL,""80.1"",NULL,NULL,NULL,""300"",""177"",""127"""
"2022-02-09 09:00:00,""227.93"",NULL,""827.387"",""136"",""4955.786"",""1648.514"",""271"",""10"",""187"",""50"",NULL,""391"",""815"",""2860.979"",""3640.907"",""147.8"",""126"",""274"",""118.4"",NULL,NULL,NULL,NULL,""317"",""177"",""148"""
"2022-02-09 10:00:00,""207.07"",NULL,""753.397"",""129.5"",""4948.612"",""1635.766"",""292"",""286.7"",""145"",""50"",NULL,""126"",""815"",""2382.182"",""4003.532"",NULL,""135"",""262"",""245.1"",NULL,NULL,NULL,NULL,""331"",""177"",""163"""
"2022-02-09 11:00:00,""190.04"",NULL,""716.382"",""116"",""4941.029"",""1626.513"",""239"",""177.4"",""142"",""50"",NULL,""44"",""815"",""2123.817"",""4169.031"",NULL,""133.199"",""235"",NULL,""7.9"",NULL,NULL,NULL,""328"",""159"",""169"""
"2022-02-09 12:00:00,""187.91"",NULL,""704.305"",""113.5"",""4804.976"",""1598.917"",""243"",""604.6"",""107"",""50"",NULL,""44"",""815"",""2123"",""4115.053"",NULL,""169"",""213"",""500"",NULL,NULL,NULL,NULL,""316"",""151"",""167"""
"2022-02-09 13:00:00,""167.83"",NULL,""693.242"",""112.5"",""4539.543"",""1537.732"",""219"",""477.5"",""115"",""50"",NULL,""30"",""815"",""2238"",""3829.483"",NULL,""193"",""207"",""500"",NULL,NULL,NULL,NULL,""302"",""151"",""160"""
"2022-02-09 14:00:00,""191.06"",NULL,""694.187"",""113.5"",""4586.308"",""1450.47"",""281"",""669"",""155"",""50"",NULL,""80"",""815"",""2262.658"",""3304.807"",NULL,""101"",""178"",""500"",NULL,NULL,NULL,NULL,""294"",""151"",""149"""
"2022-02-09 15:00:00,""212"",NULL,""710.211"",""143"",""4580.052"",""1373.956"",""279"",""162.1"",""228"",""50"",NULL,""80"",""815"",""2722.547"",""2490.506"",NULL,""72"",""132"",NULL,""175.1"",NULL,NULL,NULL,""304"",""177"",""136"""
"2022-02-09 16:00:00,""233.41"",NULL,""729.249"",""149.5"",""4639.873"",""1318.605"",""295"",""669"",""304"",""50"",NULL,""185"",""835"",""3355.425"",""1705.491"",NULL,""110"",""140"",""311.7"",NULL,NULL,NULL,NULL,""338"",""214"",""124"""
"2022-02-09 17:00:00,""261.34"",NULL,""735.263"",""160"",""5390.363"",""1336.3"",""276"",""493.6"",""278"",""50"",NULL,""583"",""867"",""3566.759"",""1453.251"",NULL,""97"",""209"",NULL,""360.3"",NULL,NULL,NULL,""391"",""271"",""120"""
"2022-02-09 18:00:00,""307.25"",NULL,""748.261"",""173.5"",""5555.584"",""1312.063"",""312"",""545.1"",""269"",""50"",NULL,""1185.732"",""937"",""3738.688"",""1386.236"",NULL,""139"",""186"",""305"",NULL,NULL,NULL,NULL,""410"",""286.65"",""119"""
"2022-02-09 19:00:00,""301.69"",NULL,""746.219"",""172"",""5520.715"",""1275.161"",""312"",""597.7"",""267"",""50"",NULL,""781"",""937"",""3732.098"",""1355.655"",NULL,""138"",""157"",""23.4"",NULL,NULL,NULL,NULL,""407"",""292"",""115"""
"2022-02-09 20:00:00,""246"",NULL,""720.211"",""157"",""5180.497"",""1190.677"",""312"",""363.8"",""252"",""50"",NULL,""351"",""937"",""3562.089"",""1340.523"",NULL,""118"",""151"",NULL,""349"",NULL,NULL,NULL,""386"",""279"",""107"""
"2022-02-09 21:00:00,""224.54"",NULL,""699.183"",""135.5"",""4663.239"",""1108.513"",""215"",""326"",""248"",""50"",NULL,""26"",""883"",""3393.337"",""1349.511"",NULL,""112"",""150"",NULL,""377.6"",NULL,NULL,NULL,""352"",""256"",""96"""
"2022-02-09 22:00:00,""221.64"",NULL,""835.161"",""135"",""4125.059"",""1070.615"",""265"",""26.7"",""358"",""50"",NULL,NULL,""835"",""3127.375"",""1359.76"",NULL,""147"",""209"",NULL,""500"",NULL,NULL,NULL,""313"",""229"",""84"""
"2022-02-09 23:00:00,""208.81"",NULL,""843.147"",""123"",""3587.995"",""1062.466"",""279"",""151.5"",""362"",""50"",NULL,NULL,""647"",""2606.223"",""1380.845"",NULL,""139"",""221"",NULL,""500"",NULL,NULL,NULL,""278"",""206"",""72"""
"2022-02-10 00:00:00,""200.99"",NULL,""874.045"",""131.5"",""2981.358"",""1028.836"",""149"",""378.1"",""356"",""50"",NULL,NULL,""587"",""2268.9"",""1510.897"",NULL,""84"",""254"",NULL,""303.8"",""250"",NULL,NULL,""249"",""189"",""60"""
"2022-02-10 01:00:00,""192.61"",NULL,""874.02"",""133.5"",""2908.754"",""1018.443"",""159"",""669"",""388"",""50"",NULL,NULL,""587"",""1769.652"",""1521.71"",NULL,""84"",""130"",NULL,""254.4"",""250"",NULL,NULL,""231"",""180"",""51"""
"2022-02-10 02:00:00,""185.1"",NULL,""888.013"",""134.5"",""2796.993"",""1016.528"",""174"",""669"",""417"",""50"",NULL,NULL,""587"",""1722.9"",""1513.5"",NULL,""53"",""112"",NULL,""112.6"",""250"",NULL,NULL,""220"",""177"",""48"""
"2022-02-10 03:00:00,""184.27"",NULL,""853.099"",""132"",""2747.08"",""1030.575"",""174"",""669"",""417"",""50"",NULL,NULL,""587"",""1722.9"",""1511.483"",NULL,""54"",""110"",NULL,""45.4"",""250"",NULL,NULL,""217"",""169"",""48"""
"2022-02-10 04:00:00,""188.08"",NULL,""888.196"",""123.5"",""2791.271"",""1058.915"",""174"",""669"",""417"",""50"",NULL,NULL,""587"",""1752.9"",""1500.46"",NULL,""55"",""109"",NULL,""125.5"",""250"",NULL,NULL,""227"",""175"",""52"""
"2022-02-10 05:00:00,""207.96"",NULL,""864.227"",""105.5"",""3183.406"",""1202.017"",""164"",""369.5"",""417"",""50"",NULL,""26"",""587"",""1937.9"",""1461.74"",NULL,""55"",""103"",NULL,""500"",NULL,NULL,NULL,""259"",""198"",""61"""
"2022-02-10 06:00:00,""234.73"",NULL,""872.329"",""141.5"",""3742.2"",""1391.249"",""236"",""255.1"",""417"",""50"",NULL,""156"",""647"",""2596.07"",""1460.132"",NULL,""42"",""128"",NULL,""500"",NULL,NULL,NULL,""324"",""247"",""77"""
"2022-02-10 07:00:00,""250.27"",NULL,""871.608"",""171.5"",""4197.977"",""1557.109"",""196"",""20"",""301"",""50"",NULL,""286"",""732"",""3091.257"",""1824.93"",""48"",""42"",""113"",NULL,""500"",NULL,NULL,NULL,""365"",""262"",""103"""
"2022-02-10 08:00:00,""255"",NULL,""818.674"",""143.5"",""4619.613"",""1635.442"",""209"",""211.8"",""270"",""50"",NULL,""278"",""842"",""3132.162"",""2486.284"",NULL,""75"",""165"",""22"",NULL,NULL,NULL,NULL,""373"",""243"",""130"""
"2022-02-10 09:00:00,""226.71"",NULL,""788.685"",""138.5"",""4671.615"",""1630.288"",""205"",""359.1"",""170"",""50"",NULL,""276"",""865"",""3056.369"",""3023.586"",NULL,""70"",""206"",""500"",NULL,NULL,NULL,NULL,""381"",""234"",""147"""
"2022-02-10 10:00:00,""203"",NULL,""748.675"",""129.5"",""4687.693"",""1616.04"",""176"",""20"",""168"",""50"",NULL,""126"",""865"",""2474.19"",""3315.357"",""19.9"",""84"",""213"",NULL,""304.3"",NULL,NULL,NULL,""387"",""228"",""159"""
"2022-02-10 11:00:00,""197.53"",NULL,""727.661"",""127.5"",""4698.354"",""1605.324"",""157"",""537.6"",""151"",""50"",NULL,""44"",""865"",""2387.106"",""3418.055"",NULL,""64"",""302"",""84.9"",NULL,NULL,NULL,NULL,""390"",""225"",""165"""
"2022-02-10 12:00:00,""189.71"",NULL,""731.595"",""142"",""4588.486"",""1576.234"",""167"",""669"",""158"",""50"",NULL,""44"",""865"",""2208"",""3314.174"",NULL,""60"",""275"",""101.9"",NULL,NULL,NULL,NULL,""382"",""216"",""166"""
"2022-02-10 13:00:00,""186"",NULL,""700.524"",""136.5"",""4360.068"",""1517.585"",""131"",""669"",""169"",""50"",NULL,""30"",""865"",""2207"",""3009.613"",NULL,""60"",""264"",""91.9"",NULL,NULL,NULL,NULL,""372"",""210"",""162"""
"2022-02-10 14:00:00,""196.78"",NULL,""703.485"",""144"",""4397.602"",""1437.429"",""146"",""551.4"",""212"",""50"",NULL,""106"",""865"",""2522.729"",""2489.823"",NULL,""60"",""157"",""43.4"",NULL,NULL,NULL,NULL,""363"",""210"",""153"""
"2022-02-10 15:00:00,""214.54"",NULL,""711.511"",""125"",""4352.294"",""1366.602"",""192"",""144.7"",""262"",""50"",NULL,""80"",""865"",""2937.201"",""1742.552"",NULL,""60"",""158"",NULL,""500"",NULL,NULL,NULL,""368"",""226"",""142"""
"2022-02-10 16:00:00,""224.69"",NULL,""709.549"",""149"",""4424.581"",""1308.53"",""219"",""473.6"",""262"",""50"",NULL,""185"",""885"",""3393.497"",""990.555"",NULL,""41"",""155"",NULL,""329"",NULL,NULL,NULL,""385"",""251"",""134"""
"2022-02-10 17:00:00,""272.7"",NULL,""720.561"",""156"",""5219.288"",""1329.664"",""321.064"",""669"",""221"",""50"",NULL,""611"",""885"",""3624.086"",""776.363"",NULL,""32"",""200"",NULL,""500"",NULL,NULL,NULL,""433"",""299"",""134"""
"2022-02-10 18:00:00,""305.57"",NULL,""744.556"",""170.5"",""5456.797"",""1312.847"",""313"",""669"",""248"",""50"",NULL,""840.776"",""901"",""3683.873"",""742.051"",NULL,""51"",""202"",NULL,""500"",NULL,NULL,NULL,""455"",""311"",""134"""
"2022-02-10 19:00:00,""299.98"",NULL,""730.511"",""169"",""5423.37"",""1283.603"",""310"",""669"",""250"",""50"",NULL,""791"",""901"",""3672.899"",""720.585"",NULL,""67"",""181"",NULL,""500"",NULL,NULL,NULL,""452"",""311"",""131"""
"2022-02-10 20:00:00,""246.48"",NULL,""724.511"",""146"",""5044.815"",""1191.538"",""387"",""462.5"",""345"",""50"",NULL,""426"",""901"",""3545.176"",""712.537"",NULL,""41"",""169"",NULL,""500"",NULL,NULL,NULL,""423"",""286.65"",""124"""
"2022-02-10 21:00:00,""215.66"",NULL,""692.482"",""128"",""4545.115"",""1109.443"",""326"",""598"",""340"",""50"",NULL,""156"",""901"",""3256.405"",""688.696"",NULL,""45"",""166"",NULL,""370"",NULL,NULL,NULL,""381"",""270"",""111"""
"2022-02-10 22:00:00,""215.23"",NULL,""835.463"",""115"",""4044.366"",""1071.509"",""242"",""669"",""333"",""50"",NULL,""26"",""901"",""2988.038"",""660.3"",NULL,""74"",""229"",NULL,""500"",NULL,NULL,NULL,""333"",""237"",""96"""
"2022-02-10 23:00:00,""214.54"",NULL,""856.447"",""109.5"",""3512.701"",""1058.114"",""234"",""669"",""340"",""50"",NULL,NULL,""901"",""2474.539"",""646.223"",NULL,""63"",""215"",NULL,""500"",NULL,NULL,NULL,""296"",""215"",""81"""
"2022-02-11 00:00:00,""196.17"",NULL,""882.029"",""110"",""2967.566"",""1026.79"",""201"",""669"",""387"",""50"",NULL,NULL,""865"",""2071.46"",""652.943"",NULL,""43"",""310"",NULL,""443"",NULL,NULL,NULL,""252"",""184"",""68"""
"2022-02-11 01:00:00,""186.7"",NULL,""881.993"",""122.5"",""2892.479"",""1021.092"",""204"",""669"",""415"",""50"",NULL,NULL,""865"",""1832.9"",""615.407"",NULL,""27"",""77"",NULL,""370.8"",NULL,NULL,NULL,""233"",""177"",""56"""
"2022-02-11 02:00:00,""184"",NULL,""882.992"",""124"",""2802.765"",""1024.316"",""245"",""669"",""457"",""50"",NULL,NULL,""865"",""1832.9"",""586.778"",NULL,""27"",""70"",NULL,""335.4"",""110"",NULL,NULL,""225"",""173"",""52"""
"2022-02-11 03:00:00,""184.22"",NULL,""869.08"",""124"",""2754.007"",""1039.042"",""259"",""669"",""458"",""50"",NULL,NULL,""865"",""1832.9"",""550.008"",NULL,""27"",""70"",NULL,""309.2"",""110"",NULL,NULL,""224"",""172"",""52"""
"2022-02-11 04:00:00,""186.49"",NULL,""871.193"",""147.5"",""2811.832"",""1072.783"",""259"",""669"",""471"",""50"",NULL,NULL,""865"",""1832.9"",""513.784"",NULL,""27"",""70"",NULL,""449.6"",""110"",NULL,NULL,""228"",""175"",""53"""
"2022-02-11 05:00:00,""220.02"",NULL,""859.189"",""136.5"",""3169.893"",""1203.359"",""287"",""335.5"",""477"",""50"",NULL,""26"",""885"",""2418.868"",""495.607"",NULL,""27"",""79"",NULL,""500"",NULL,NULL,NULL,""257"",""201"",""56"""
"2022-02-11 06:00:00,""229.08"",NULL,""867.283"",""136.5"",""3704.032"",""1383.14"",""368"",""448.3"",""452"",""50"",NULL,""156"",""885"",""2792.663"",""527.984"",NULL,""27"",""62"",NULL,""500"",NULL,NULL,NULL,""319"",""254"",""65"""
"2022-02-11 07:00:00,""256.9"",NULL,""871.261"",""159"",""4096.178"",""1538.911"",""235"",""312.5"",""196"",""50"",NULL,""286"",""885"",""3377.871"",""986.332"",NULL,""73"",""84"",NULL,""500"",NULL,NULL,NULL,""359"",""268.65"",""84"""
"2022-02-11 08:00:00,""247"",NULL,""843.326"",""156.5"",""4416.688"",""1597.833"",""235"",""608.7"",""168"",""50"",NULL,""278"",""885"",""3291.147"",""1777.933"",NULL,""123"",""148"",NULL,""12.9"",NULL,NULL,NULL,""388"",""268.65"",""98"""
"2022-02-11 09:00:00,""220.36"",NULL,""823.358"",""159.5"",""4394.913"",""1578.251"",""199"",""669"",""173"",""50"",NULL,""276"",""865"",""3243.514"",""2376.858"",NULL,""161"",""185"",""500"",NULL,NULL,NULL,NULL,""414"",""264.65"",""99"""
"2022-02-11 10:00:00,""210.9"",NULL,""775.376"",""147.5"",""4334.448"",""1550.739"",""199"",""669"",""179"",""50"",NULL,""46"",""865"",""2752.782"",""2726.761"",NULL,""200"",""173"",""244.1"",NULL,NULL,NULL,NULL,""425"",""266.65"",""96"""
"2022-02-11 11:00:00,""196"",NULL,""734.363"",""158.5"",""4332.923"",""1533.346"",""110"",""669"",""179"",""50"",NULL,""44"",""865"",""2555.271"",""2895.762"",NULL,""175"",""292"",""45.6"",NULL,NULL,NULL,NULL,""445"",""258.65"",""90"""
"2022-02-11 12:00:00,""194.93"",NULL,""720.295"",""134"",""4254.407"",""1504.789"",""97"",""669"",""183"",""50"",NULL,""70"",""865"",""2409.505"",""2861.155"",NULL,""173"",""270"",""30.8"",NULL,NULL,NULL,NULL,""459"",""258.65"",""83"""
"2022-02-11 13:00:00,""193.99"",NULL,""696.224"",""127"",""4067.786"",""1445.314"",""60"",""669"",""149"",""50"",NULL,""56"",""865"",""2398.194"",""2633.395"",NULL,""198"",""239"",NULL,""18.1"",NULL,NULL,NULL,""452"",""252.65"",""74"""
"2022-02-11 14:00:00,""200.57"",NULL,""712.185"",""145.5"",""4101.54"",""1365.479"",""60"",""669"",""195"",""50"",NULL,""106"",""865"",""2673.46"",""2181.078"",NULL,""198"",""133"",""12.5"",NULL,NULL,NULL,NULL,""450"",""258.65"",""60"""
"2022-02-11 15:00:00,""209.94"",NULL,""729.211"",""147.5"",""4106.488"",""1300.892"",""149"",""664"",""195"",""50"",NULL,""156"",""865"",""2902.514"",""1490.749"",NULL,""105"",""132"",NULL,""198.8"",NULL,NULL,NULL,""448"",""261"",""37"""
"2022-02-11 16:00:00,""232.64"",NULL,""729.249"",""148"",""4223.476"",""1255.477"",""247"",""242.5"",""210"",""50"",NULL,""261"",""885"",""3446.473"",""842.277"",NULL,""43"",""135"",NULL,""500"",NULL,NULL,NULL,""456"",""293"",""13"""
"2022-02-11 17:00:00,""269.42"",NULL,""716.261"",""164.5"",""5049.858"",""1289.097"",""227"",""669"",""373"",""50"",NULL,""592"",""885"",""3584.852"",""726.864"",NULL,""69"",""169"",NULL,""500"",NULL,NULL,NULL,""485"",""329"",""6"""
"2022-02-11 18:00:00,""298"",NULL,""722.256"",""168"",""5233.702"",""1277.956"",""244"",""331.1"",""321"",""50"",NULL,""1017.333"",""901"",""3655.957"",""776.551"",NULL,""67"",""178"",NULL,""500"",NULL,NULL,NULL,""491"",""333"",""8"""
"2022-02-11 19:00:00,""289"",NULL,""715.211"",""165.5"",""5193.26"",""1249.989"",""288"",""669"",""296"",""50"",NULL,""597.587"",""901"",""3629.084"",""813.644"",NULL,""67"",""164"",NULL,""460.6"",NULL,NULL,NULL,""473"",""312"",""11"""
"2022-02-11 20:00:00,""234.84"",NULL,""709.211"",""145.5"",""4863.659"",""1168.633"",""271"",""605.6"",""252"",""50"",NULL,""366"",""901"",""3484.119"",""813.289"",NULL,""41"",""155"",NULL,""467"",NULL,NULL,NULL,""430"",""288"",""15"""
"2022-02-11 21:00:00,""220.06"",NULL,""699.182"",""139"",""4383.888"",""1086.48"",""157"",""535.3"",""266"",""50"",NULL,""76"",""901"",""3283.344"",""824.301"",NULL,""41"",""157"",NULL,""500"",NULL,NULL,NULL,""387"",""281.65"",""19"""
"2022-02-11 22:00:00,""214.76"",NULL,""835.16"",""139"",""3906.711"",""1040.784"",""173"",""294.1"",""254"",""50"",NULL,""26"",""901"",""3238.317"",""818.612"",NULL,""66"",""241"",NULL,""500"",NULL,NULL,NULL,""329"",""281.65"",""21"""
"2022-02-11 23:00:00,""197.89"",NULL,""852.143"",""108.5"",""3429.963"",""1014.194"",""136"",""669"",""309"",""50"",NULL,NULL,""901"",""2317.15"",""803.483"",NULL,""45"",""229"",NULL,""493.2"",NULL,NULL,NULL,""292"",""271"",""21"""
"2022-02-12 00:00:00,""211.83"",NULL,""869.569"",""96"",""3025.818"",""1004.578"",""319"",""564.9"",""335"",""50"",NULL,NULL,""755"",""2100.129"",""728.913"",NULL,""114"",""243"",NULL,""500"",NULL,NULL,NULL,""228"",""207"",""21"""
"2022-02-12 01:00:00,""210.8"",NULL,""902.539"",""106"",""2907.221"",""987.12"",""308"",""669"",""408"",""50"",NULL,NULL,""604"",""1809.008"",""701.872"",NULL,""72"",""75"",NULL,""500"",NULL,NULL,NULL,""211"",""196"",""15"""
"2022-02-12 02:00:00,""200"",NULL,""891.593"",""95"",""2797.801"",""982.379"",""308"",""669"",""437"",""50"",NULL,NULL,""604"",""1707.9"",""682.859"",NULL,""75"",""75"",NULL,""500"",""41.986"",NULL,NULL,""205"",""192"",""13"""
"2022-02-12 03:00:00,""179.24"",NULL,""887.162"",""93.5"",""2704.272"",""980.832"",""298.544"",""669"",""437"",""50"",NULL,NULL,""604"",""1707.9"",""659.322"",NULL,""75"",""75"",NULL,""500"",""110"",NULL,NULL,""203"",""190"",""13"""
"2022-02-12 04:00:00,""200"",NULL,""884.153"",""95.5"",""2732.767"",""985.582"",""309"",""669"",""437"",""50"",NULL,NULL,""604"",""1707.9"",""615.07"",NULL,""73"",""75"",NULL,""500"",""45.968"",NULL,NULL,""212"",""198"",""14"""
